,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
1159,18.8,69.0,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),36276.0,4.9,Rick Riordan,Paperback,2020,Fiction
1160,16.59,70.0,Magnolia Table,32326.0,4.8,Joanna Gaines,Hardcover,2020,Non Fiction
1161,4.99,71.0,Llama Llama Loves Camping,18042.0,4.7,Anna Dewdney,Paperback,2020,Non Fiction
1162,11.48,72.0,So You Want to Talk About Race,12313.0,4.7,Ijeoma Oluo,Paperback,2020,Non Fiction
1163,15.15,73.0,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,21603.0,4.9,Candace Owens,Hardcover,2020,Non Fiction
1164,4.99,74.0,How to Draw 101 Animals (1),24653.0,4.7,Dan Green,Paperback,2020,Non Fiction
1165,8.99,75.0,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),14664.0,4.7,Crystal Chatterton,Paperback,2020,Non Fiction
1166,9.99,76.0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),30623.0,4.7,Dinah Bucholz,Hardcover,2020,Fiction
1167,13.0,77.0,A Time for Mercy (Jake Brigance),77697.0,4.6,John Grisham,Hardcover,2020,Fiction
1168,8.48,78.0,"Oh, the Places You'll Go!",42848.0,4.9,Dr. Seuss,Hardcover,2020,Fiction
1169,6.99,79.0,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,27846.0,4.6,Pretty Simple Press,Paperback,2020,Non Fiction
1170,7.76,80.0,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),27986.0,4.9,Dav Pilkey,Hardcover,2020,Fiction
1171,4.98,81.0,The Pout-Pout Fish,23576.0,4.9,Deborah Diesen,Board book,2020,Fiction
1172,5.0,82.0,Where's Spot?,30989.0,4.9,Eric Hill,Board book,2020,Fiction
1173,16.65,83.0,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620.0,4.8,Samin Nosrat,Hardcover,2020,Non Fiction
1174,11.99,84.0,Man's Search for Meaning,53306.0,4.7,Viktor E. Frankl,Paperback,2020,Non Fiction
1175,13.18,85.0,Ready Player Two: A Novel,39038.0,4.3,Ernest Cline,Hardcover,2020,Fiction
1176,6.99,86.0,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",16815.0,4.7,Modern Kid Press,Paperback,2020,Non Fiction
1177,10.14,87.0,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),11703.0,4.8,Ibram X. Kendi,Paperback,2020,Non Fiction
1178,8.99,88.0,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),28770.0,4.7,Monica Sweeney,Paperback,2020,Non Fiction
1179,14.29,89.0,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,39269.0,4.7,Benjamin Graham,Paperback,2020,Non Fiction
1180,8.55,90.0,The Wonderful Things You Will Be,25148.0,4.9,Emily Winfield Martin,Hardcover,2020,Fiction
1181,2.99,91.0,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49525.0,4.8,Brighter Child,Cards,2020,Fiction
1182,14.35,92.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,80328.0,4.6,Mark Manson,Hardcover,2020,Non Fiction
1183,4.98,93.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2020,Fiction
1184,11.0,94.0,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363.0,4.8,Mary Pope Osborne,Paperback,2020,Fiction
1185,13.49,95.0,Zen as F*ck (Zen as F*ck Journals),23862.0,4.7,Monica Sweeney,Paperback,2020,Non Fiction
1186,12.92,96.0,"Relationship Goals: How to Win at Dating, Marriage, and Sex",21311.0,4.8,Michael Todd,Hardcover,2020,Non Fiction
1187,13.69,97.0,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),15967.0,4.6,Steve Doocy,Hardcover,2020,Non Fiction
1188,6.99,98.0,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade",14809.0,4.7,Modern Kid Press,Paperback,2020,Non Fiction
1189,5.72,99.0,P is for Potty! (Sesame Street) (Lift-the-Flap),14846.0,4.7,Naomi Kleinberg,Board book,2020,Non Fiction
1190,22.95,100.0,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),28426.0,4.9,Dungeons & Dragons,Hardcover,2020,Fiction
1191,11.98,1.0,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,84079.0,4.8,James Clear,Hardcover,2021,Non Fiction
1192,12.52,2.0,American Marxism,34627.0,4.8,Mark R. Levin,Hardcover,2021,Non Fiction
1193,7.74,3.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),86676.0,4.7,Don Miguel Ruiz,Paperback,2021,Non Fiction
1194,4.14,4.0,If Animals Kissed Good Night,69538.0,4.8,Ann Whitford Paul,Board book,2021,Fiction
1195,11.4,5.0,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928.0,4.8,Bessel van der Kolk M.D.,Paperback,2021,Non Fiction
1196,4.31,6.0,I Love You to the Moon and Back,60075.0,4.9,Amelia Hepworth,Board book,2021,Non Fiction
1197,9.99,7.0,It Ends with Us: A Novel (1),169014.0,4.7,Colleen Hoover,Paperback,2021,Fiction
1198,10.35,8.0,"The Boy, the Mole, the Fox and the Horse",108231.0,4.8,Charlie Mackesy,Hardcover,2021,Fiction
1199,4.93,9.0,The Very Hungry Caterpillar,54008.0,4.9,Eric Carle,Board book,2021,Fiction
1200,4.07,10.0,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319.0,4.8,Crystal Radke,Paperback,2021,Non Fiction
1201,13.29,11.0,The Midnight Library: A Novel,199570.0,4.3,Matt Haig,Hardcover,2021,Fiction
1202,13.79,12.0,The Four Winds: A Novel,121007.0,4.5,Kristin Hannah,Hardcover,2021,Fiction
1203,6.62,13.0,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),22723.0,4.9,Dav Pilkey,Hardcover,2021,Fiction
1204,13.08,14.0,The Last Thing He Told Me: A Novel,113167.0,4.3,Laura Dave,Hardcover,2021,Fiction
1205,7.49,15.0,Big Shot Diary of a Wimpy Kid Book 16,20445.0,4.9,Jeff Kinney,Hardcover,2021,Fiction
1206,19.42,16.0,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Childrenâ€™s Health Defense)",21151.0,4.8,Robert F. Kennedy Jr.,Hardcover,2021,Non Fiction
1207,9.42,17.0,The Seven Husbands of Evelyn Hugo: A Novel,125004.0,4.6,Taylor Jenkins Reid,Paperback,2021,Fiction
1208,11.6,18.0,The 48 Laws of Power,52408.0,4.7,Robert Greene,Paperback,2021,Non Fiction
1209,8.48,19.0,"Oh, the Places You'll Go!Â Â",42848.0,4.9,Dr. Seuss,Hardcover,2021,Fiction
1210,4.55,20.0,"Brown Bear, Brown Bear, What Do You See?",47472.0,4.9,Bill Martin Jr.,Board book,2021,Fiction
1211,11.88,21.0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,94095.0,4.7,Robert T. Kiyosaki,Paperback,2021,Non Fiction
1212,7.57,22.0,The 5 Love Languages: The Secret to Love that Lasts,69866.0,4.8,Gary Chapman,Paperback,2021,Non Fiction
1213,6.99,23.0,Burn After Writing (Pink),78273.0,4.6,Sharon Jones,Paperback,2021,Non Fiction
1214,7.48,24.0,1984,72441.0,4.7,George Orwell,Mass Market Paperback,2021,Fiction
1215,14.02,25.0,Peril,20535.0,4.6,Bob Woodward,Hardcover,2021,Non Fiction
1216,14.89,26.0,Untamed,53688.0,4.6,Glennon Doyle,Hardcover,2021,Non Fiction
1217,12.01,27.0,"Dune (Dune Chronicles, Book 1)",64912.0,4.7,Frank Herbert,Paperback,2021,Fiction
1218,16.77,28.0,My First Library : Boxset of 10 Board Books for Kids,62733.0,4.6,Wonder House Books,Board book,2021,Non Fiction
1219,17.78,29.0,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,15148.0,4.8,Brené Brown,Hardcover,2021,Non Fiction
1220,10.34,30.0,The Song of Achilles: A Novel,53798.0,4.7,Madeline Miller,Paperback,2021,Fiction
1221,8.72,31.0,The Hill We Climb: An Inaugural Poem for the Country,15565.0,4.9,Amanda Gorman,Hardcover,2021,Non Fiction
1222,15.35,32.0,Greenlights,59400.0,4.7,Matthew McConaughey,Hardcover,2021,Non Fiction
1223,8.99,33.0,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,36007.0,4.8,Karen Frazier,Paperback,2021,Non Fiction
1224,17.99,34.0,The Storyteller: Tales of Life and Music,26999.0,4.8,Dave Grohl,Hardcover,2021,Non Fiction
1225,13.29,35.0,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750.0,4.7,Paulo Coelho,Paperback,2021,Fiction
1226,5.99,36.0,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846.0,4.8,School Zone,Paperback,2021,Non Fiction
1227,6.99,37.0,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091.0,4.8,Hopscotch Girls,Paperback,2021,Non Fiction
1228,14.35,38.0,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,80328.0,4.6,Mark Manson,Hardcover,2021,Non Fiction
1229,8.37,39.0,They Both Die at the End,32356.0,4.6,Adam Silvera,Paperback,2021,Fiction
1230,14.34,40.0,Caste (Oprah's Book Club): The Origins of Our Discontents,40983.0,4.8,Isabel Wilkerson,Hardcover,2021,Non Fiction
1231,5.23,41.0,How to Catch a Mermaid,29836.0,4.8,Adam Wallace,Hardcover,2021,Fiction
1232,13.58,42.0,Call Us What We Carry: Poems,4525.0,4.8,Amanda Gorman,Hardcover,2021,Non Fiction
1233,5.98,43.0,We Were Liars,42287.0,4.5,E. Lockhart,Paperback,2021,Fiction
1234,18.0,44.0,Go Tell the Bees That I Am Gone: A Novel (Outlander),54522.0,4.7,Diana Gabaldon,Hardcover,2021,Fiction
1235,10.62,45.0,Grumpy Monkey,22884.0,4.8,Suzanne Lang,Hardcover,2021,Fiction
1236,9.59,46.0,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",16024.0,4.7,Megan Logan MSW  LCSW,Paperback,2021,Non Fiction
1237,24.0,47.0,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,28579.0,4.8,American Psychological Association,Paperback,2021,Non Fiction
1238,7.2,48.0,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,21490.0,4.8,Workman Publishing,Paperback,2021,Non Fiction
1239,10.5,49.0,How to Win Friends & Influence People,79094.0,4.7,Dale Carnegie,Paperback,2021,Non Fiction
1240,8.55,50.0,The Wonderful Things You Will Be,25148.0,4.9,Emily Winfield Martin,Hardcover,2021,Fiction
1241,17.49,51.0,The Lincoln Highway: A Novel,65403.0,4.4,Amor Towles,Hardcover,2021,Non Fiction
1242,9.98,52.0,Where the Crawdads Sing,344811.0,4.8,Delia Owens,Paperback,2021,Fiction
1243,8.99,53.0,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),28770.0,4.7,Monica Sweeney,Paperback,2021,Non Fiction
1244,5.36,54.0,Goodnight Moon,24815.0,4.9,Margaret Wise Brown,Board book,2021,Fiction
1245,11.0,55.0,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363.0,4.8,Mary Pope Osborne,Paperback,2021,Fiction
1246,5.0,56.0,Where's Spot?,30989.0,4.9,Eric Hill,Board book,2021,Fiction
1247,10.9,57.0,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,37006.0,4.4,Jenson William,Paperback,2021,Non Fiction
1248,4.98,58.0,Love You Forever,53161.0,4.9,Robert Munsch,Paperback,2021,Fiction
1249,5.22,59.0,How to Catch a Unicorn,32100.0,4.8,Adam Wallace,Hardcover,2021,Fiction
1250,4.59,60.0,Chicka Chicka Boom Boom (Board Book),33791.0,4.9,Bill Martin Jr.,Board book,2021,Non Fiction
1251,2.88,61.0,Flash Cards: Sight Words,20825.0,4.8,Scholastic Teacher Resources,Cards,2021,Non Fiction
1252,14.49,62.0,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",12144.0,4.7,Oprah Winfrey,Hardcover,2021,Non Fiction
1253,5.99,63.0,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),28840.0,4.6,M Prefontaine,Paperback,2021,Non Fiction
1254,16.46,64.0,"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self",11486.0,4.8,Dr. Nicole LePera,Hardcover,2021,Non Fiction
1255,9.31,65.0,Change Sings: A Children's Anthem,4710.0,4.9,Amanda Gorman,Hardcover,2021,Non Fiction
1256,16.75,66.0,Think Again: The Power of Knowing What You Don't Know,12028.0,4.6,Adam Grant,Hardcover,2021,Non Fiction
1257,13.55,67.0,Keep Sharp: Build a Better Brain at Any Age,11033.0,4.7,Sanjay Gupta M.D.,Hardcover,2021,Non Fiction
1258,9.42,68.0,The Screaming Goat (Book & Figure),30143.0,4.7,Running Press,Paperback,2021,
1259,14.95,69.0,The Women of the Bible Speak: The Wisdom of 16 Women and Their Lessons for Today,12288.0,4.8,Shannon Bream,Hardcover,2021,Non Fiction
1260,5.99,70.0,The Big Book of Silly Jokes for Kids,20572.0,4.7,Carole P. Roman,Paperback,2021,Non Fiction
1261,18.8,71.0,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),36276.0,4.9,Rick Riordan,Paperback,2021,Fiction
1262,14.57,72.0,The Invisible Life of Addie LaRue,57314.0,4.5,V. E. Schwab,Hardcover,2021,Fiction
1263,17.32,73.0,Project Hail Mary: A Novel,85206.0,4.7,Andy Weir,Hardcover,2021,Fiction
1264,4.99,74.0,How to Draw 101 Animals (1),24653.0,4.7,Dan Green,Paperback,2021,Non Fiction
1265,12.7,75.0,What to Expect When You're Expecting,29389.0,4.8,Heidi Murkoff,Paperback,2021,Non Fiction
1266,17.4,76.0,Verity,163818.0,4.6,Colleen Hoover,Paperback,2021,Fiction
1267,38.86,77.0,Harry Potter Paperback Box Set (Books 1-7),91629.0,4.9,J. K. Rowling,Paperback,2021,Fiction
1268,7.19,78.0,To Kill a Mockingbird,68842.0,4.8,Harper Lee,Paperback,2021,Fiction
1269,9.98,79.0,People We Meet on Vacation,46725.0,4.3,Emily Henry,Paperback,2021,Fiction
1270,13.55,80.0,The Judge's List: A Novel (The Whistler),69642.0,4.5,John Grisham,Hardcover,2021,Non Fiction
1271,18.14,81.0,12 Rules for Life: An Antidote to Chaos,58074.0,4.8,Jordan B. Peterson,Hardcover,2021,Non Fiction
1272,11.99,82.0,Man's Search for Meaning,53306.0,4.7,Viktor E. Frankl,Paperback,2021,Non Fiction
1273,7.03,83.0,It's Not Easy Being a Bunny (Beginner Books(R)),16885.0,4.8,Marilyn Sadler,Hardcover,2021,Fiction
1274,14.29,84.0,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,39269.0,4.7,Benjamin Graham,Paperback,2021,Non Fiction
1275,10.4,85.0,Ugly Love: A Novel,82155.0,4.7,Colleen Hoover,Paperback,2021,Fiction
1276,17.93,86.0,Joshua Weissman: An Unapologetic Cookbook. #1 NEW YORK TIMES BESTSELLER,13892.0,4.9,Joshua Weissman,Hardcover,2021,Non Fiction
1277,9.49,87.0,The Outsiders,30584.0,4.8,S. E. Hinton,Paperback,2021,Fiction
1278,7.51,88.0,The Power of Now: A Guide to Spiritual Enlightenment,42799.0,4.7,Eckhart Tolle,Paperback,2021,Non Fiction
1279,26.47,89.0,"Dr. Seuss's Beginner Book Collection (Cat in the Hat, One Fish Two Fish, Green Eggs and Ham, Hop on Pop, Fox in Socks)",21311.0,4.9,Dr. Seuss,Hardcover,2021,Non Fiction
1280,16.59,90.0,Magnolia Table,32326.0,4.8,Joanna Gaines,Hardcover,2021,Non Fiction
1281,11.94,91.0,The Step-by-Step Instant Pot Cookbook: 100 Simple Recipes for Spectacular Results -- with Photographs of Every Step (Step-by-Step Instant Pot Cookbooks),30581.0,4.7,Jeffrey Eisner,Paperback,2021,Non Fiction
1282,12.32,92.0,The Vanishing Half: A Novel,96412.0,4.4,Brit Bennett,Hardcover,2021,Fiction
1283,16.53,93.0,A Promised Land,125017.0,4.9,Barack Obama,Hardcover,2021,Non Fiction
1284,11.89,94.0,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169.0,4.8,Adir Levy,Hardcover,2021,Fiction
1285,13.4,95.0,The Wish,35292.0,4.7,Nicholas Sparks,Hardcover,2021,Fiction
1286,16.69,96.0,Will,21401.0,4.8,Will Smith,Hardcover,2021,Non Fiction
1287,7.49,97.0,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century (Think and Grow Rich Series),79872.0,4.7,Napoleon Hill,Paperback,2021,Non Fiction
1288,8.95,98.0,Dragons Love Tacos,15753.0,4.8,Adam Rubin,Hardcover,2021,Fiction
1289,7.59,99.0,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal",7246.0,4.8,Doctor Joseph Mercola,Hardcover,2021,Non Fiction
1290,13.29,100.0,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,27332.0,4.7,Deborah Schecter,Paperback,2021,Non Fiction
